ppt,block,trial,lcol,rcol,sim,rt
23,2,7,8,3,3,1.24
23,2,8,5,6,7,2.213
23,2,9,4,8,5,2.535
23,2,10,3,7,4,2.771
23,2,11,8,7,6,1.272
23,2,12,5,2,4,3.023
23,2,13,3,1,7,3.3
23,2,14,3,8,5,1.729
23,2,15,2,4,6,3.178
23,2,16,5,3,6,1.865
23,2,17,2,8,4,1.697
23,2,18,4,2,7,3.567
23,2,19,7,8,7,1.023
23,2,20,2,7,2,1.865
23,2,21,1,2,6,1.646
23,2,22,1,7,3,3.004
23,2,23,3,4,7,3.257
23,2,24,2,6,4,1.491
23,2,25,4,5,4,7.205
23,2,26,3,2,6,1.943
23,2,27,8,5,8,1.447
23,2,28,3,5,7,1.291
23,2,29,3,6,7,1.976
23,2,30,8,4,7,1.648
23,2,31,1,5,3,1.59
23,2,32,5,7,9,2.537
23,2,33,2,3,6,2.056
23,2,34,7,3,6,1.042
23,2,35,7,2,1,1.491
23,2,36,4,6,7,1.849
23,2,37,1,6,3,2.662
23,2,38,4,1,6,1.59
23,2,39,6,8,8,1.761
23,2,40,7,1,3,1.462
23,2,41,2,1,5,2.523
23,2,42,1,8,4,1.384
23,2,43,8,1,3,1.475
23,2,44,2,5,1,2.021
23,2,45,7,4,5,1.929
23,2,46,6,7,7,1.35
23,2,47,1,4,5,1.88
23,2,48,4,3,6,4.079
23,2,49,6,5,6,1.729
23,2,50,6,4,5,2.601
23,2,51,8,6,9,1.833
23,2,52,1,3,6,3.144
23,2,53,7,6,6,1.823
23,2,54,6,2,3,1.403
23,2,55,6,1,3,1.262
23,2,56,5,8,8,2.336
24,1,1,2,4,8,3.511
24,1,2,1,8,4,3.852
24,1,3,8,3,4,1.056
24,1,4,6,4,6,3.711
24,1,5,2,5,6,2.449
24,1,6,3,6,6,2.148
24,1,7,7,6,7,1.476
24,1,8,5,6,8,2.182
24,1,9,4,5,6,2.524
24,1,10,7,8,6,7.859
24,1,11,7,5,8,4.567
24,1,12,8,4,3,5.487
24,1,13,5,4,7,2.37
24,1,14,4,2,7,2.727
24,1,15,3,5,7,2.475
24,1,16,2,7,2,3.927
24,1,17,7,1,2,10.31
24,1,18,6,8,7,4.689
24,1,19,6,5,5,3.505
24,1,20,1,5,2,3.494
24,1,21,4,1,4,3.209
24,1,22,3,8,3,1.369
24,1,23,3,4,6,4.971
24,1,24,7,4,1,3.114
24,1,25,1,4,3,3.288
24,1,26,6,3,4,2.555
24,1,27,2,3,4,1.494
24,1,28,1,3,8,2.911
24,1,29,8,2,3,2.104
24,1,30,4,6,6,2.584
24,1,31,7,3,4,2.537
24,1,32,4,3,7,4.427
24,1,33,5,8,3,3.04
24,1,34,3,2,3,1.569
24,1,35,5,1,2,6.081
24,1,36,5,3,3,2.913
24,1,37,8,7,2,6.158
24,1,38,5,2,2,4.191
24,1,39,1,2,3,3.942
24,1,40,6,1,2,5.333
24,1,41,7,2,1,3.692
24,1,42,8,5,3,1.976
24,1,43,3,7,4,1.853
24,1,44,2,8,3,1.556
24,1,45,4,7,3,1.322
24,1,46,2,6,3,1.884
24,1,47,8,1,4,4.096
24,1,48,2,1,4,1.29
24,1,49,8,6,7,6.565
24,1,50,3,1,8,2.006
24,1,51,6,2,4,4.66
24,1,52,6,7,6,4.366
24,1,53,5,7,8,3.974
24,1,54,4,8,5,3.8
24,1,55,1,6,6,2.726
24,1,56,1,7,6,2.571
24,2,1,5,2,5,3.452
24,2,2,4,1,5,4.066
24,2,3,4,3,6,3.753
24,2,4,6,7,5,5.159
24,2,5,7,2,3,3.677
24,2,6,8,2,2,2.989
24,2,7,8,1,4,3.566
24,2,8,7,8,6,8.343
24,2,9,5,8,6,1.741
24,2,10,5,4,6,1.68
24,2,11,3,4,8,3.582
24,2,12,2,7,3,1.493
24,2,13,3,1,8,2.304
24,2,14,1,6,7,1.306
24,2,15,4,5,4,7
24,2,16,6,1,3,6.407
24,2,17,3,7,4,3.224
24,2,18,7,4,3,1.571
24,2,19,8,3,4,6.594
24,2,20,7,3,5,3.398
24,2,21,5,7,7,3.379
24,2,22,4,8,3,2.243
24,2,23,3,2,6,3.818
24,2,24,8,7,6,3.228
24,2,25,4,6,4,3.208
24,2,26,1,7,3,5.161
24,2,27,6,4,6,4.377
24,2,28,6,8,8,3.597
24,2,29,3,6,6,2.18
24,2,30,5,6,7,1.308
24,2,31,6,2,6,1.086
24,2,32,7,6,5,2.241
24,2,33,6,3,4,3.006
24,2,34,1,5,4,2.397
24,2,35,2,1,3,3.694
24,2,36,2,5,2,7.312
24,2,37,7,5,7,2.272
24,2,38,8,4,3,5.471
24,2,39,8,5,4,9.51
24,2,40,2,6,2,3.321
24,2,41,2,3,7,2.428
24,2,42,1,4,6,3.132
24,2,43,4,7,2,2.318
24,2,44,2,4,6,3.243
24,2,45,1,3,9,5.656
24,2,46,4,2,8,1.259
24,2,47,7,1,6,2.349
24,2,48,5,1,6,1.198
24,2,49,5,3,7,2.739
24,2,50,3,8,4,3.383
24,2,51,8,6,8,2.069
24,2,52,3,5,8,1.087
24,2,53,1,2,7,1.509
24,2,54,6,5,7,1.804
24,2,55,2,8,4,1.633
24,2,56,1,8,4,5.099
3,1,1,2,8,3,6.236
3,1,2,8,4,4,4.148
3,1,3,2,1,8,3.395
3,1,4,3,6,9,1.29
3,1,5,1,3,9,1.133
3,1,6,5,8,8,1.322
3,1,7,4,5,5,3.366
3,1,8,8,7,5,2.1
3,1,9,7,5,8,1.898
3,1,10,8,3,2,1.616
3,1,11,7,6,7,1.43
3,1,12,4,2,8,1.491
3,1,13,3,7,2,1.646
3,1,14,8,1,2,0.763
3,1,15,4,1,2,0.778
3,1,16,6,7,6,2.945
3,1,17,3,8,3,2.851
3,1,18,3,1,9,1.349
3,1,19,6,5,8,1.696
3,1,20,1,5,3,1.99
3,1,21,4,8,1,2.04
3,1,22,4,3,5,1.899
3,1,23,2,7,1,1.384
3,1,24,1,2,1,1.24
3,1,25,1,4,3,1.554
3,1,26,8,2,1,1.632
3,1,27,2,4,6,1.464
3,1,28,4,6,1,1.21
3,1,29,4,7,1,0.589
3,1,30,6,8,8,3.958
3,1,31,1,7,1,1.666
3,1,32,6,3,2,1.617
3,1,33,7,2,1,0.824
3,1,34,3,5,7,1.401
3,1,35,6,4,1,1.417
3,1,36,5,4,3,1.308
3,1,37,5,3,5,3.486
3,1,38,3,2,3,1.412
3,1,39,5,7,8,2.113
3,1,40,2,5,2,1.855
3,1,41,7,4,1,1.37
3,1,42,3,4,7,1.917
3,1,43,7,1,1,0.961
3,1,44,1,8,1,1.257
3,1,45,7,3,1,0.963
3,1,46,8,5,1,0.666
3,1,47,7,8,1,2.007
3,1,48,5,6,9,1.307
3,1,49,5,2,7,1.601
3,1,50,5,1,1,1.506
3,1,51,2,3,1,2.145
3,1,52,8,6,8,1.48
3,1,53,6,2,3,1.995
3,1,54,1,6,4,1.444
3,1,55,6,1,2,1.573
3,1,56,2,6,1,1.134
3,2,1,8,1,1,1.991
3,2,2,8,6,9,1.396
3,2,3,5,8,9,0.963
3,2,4,1,2,3,1.725
3,2,5,5,6,8,1.539
3,2,6,5,4,6,1.881
3,2,7,5,1,4,1.964
3,2,8,6,2,1,2.478
3,2,9,1,4,5,2.976
3,2,10,7,8,8,1.417
3,2,11,4,6,3,2.992
3,2,12,4,5,2,1.692
3,2,13,1,8,2,1.446
3,2,14,7,2,1,1.024
3,2,15,6,7,7,1.49
3,2,16,6,4,2,0.996
3,2,17,2,5,1,1.243
3,2,18,6,5,8,1.49
3,2,19,3,5,2,1.755
3,2,20,1,7,2,0.729
3,2,21,7,3,2,0.65
3,2,22,3,1,9,1.573
3,2,23,8,4,2,1.167
3,2,24,1,6,1,3.16
3,2,25,7,1,1,0.997
3,2,26,4,8,1,1.554
3,2,27,2,1,5,1.539
3,2,28,4,3,4,2.098
3,2,29,1,5,2,1.854
3,2,30,7,5,8,3.143
3,2,31,4,1,7,1.479
3,2,32,2,7,1,0.918
3,2,33,6,1,1,1.368
3,2,34,6,3,1,0.841
3,2,35,7,4,2,2.553
3,2,36,3,4,7,1.882
3,2,37,4,2,7,2.539
3,2,38,3,7,1,0.826
3,2,39,6,8,9,1.637
3,2,40,2,8,1,1.028
3,2,41,7,6,7,1.786
3,2,42,5,2,3,1.23
3,2,43,2,6,2,1.819
3,2,44,2,4,8,2.055
3,2,45,3,8,1,1.557
3,2,46,8,2,1,0.935
3,2,47,8,3,1,0.946
3,2,48,1,3,9,1.131
3,2,49,8,5,2,1.337
3,2,50,5,7,8,1.833
3,2,51,2,3,6,2.821
3,2,52,3,2,6,0.992
3,2,53,3,6,7,1.964
3,2,54,5,3,7,0.803
3,2,55,8,7,6,1.946
3,2,56,4,7,1,0.825
4,1,1,4,8,5,5.065
4,1,2,7,5,8,4.207
4,1,3,6,2,3,4.906
4,1,4,1,5,6,1.928
4,1,5,8,4,7,3.166
4,1,6,4,7,3,6.004
4,1,7,7,8,8,2.599
4,1,8,8,1,3,4.083
4,1,9,7,6,8,1.599
4,1,10,7,1,3,1.98
4,1,11,8,3,8,1.262
4,1,12,2,8,3,3.677
4,1,13,6,5,9,3.617
4,1,14,5,3,8,1.601
4,1,15,1,8,6,4.364
4,1,16,2,1,3,2.742
4,1,17,1,4,4,1.65
4,1,18,8,5,9,2.208
4,1,19,5,8,9,1.839
4,1,20,6,4,7,2.01
4,1,21,2,7,2,1.818
4,1,22,3,5,3,1.305
4,1,23,3,1,9,2.382
4,1,24,1,7,3,3.007
4,1,25,2,6,1,2.975
4,1,26,4,5,3,2.849
4,1,27,3,6,7,1.739
4,1,28,1,6,3,1.746
4,1,29,2,3,2,2.245
4,1,30,6,7,8,2.054
4,1,31,5,7,9,0.839
4,1,32,6,3,7,1.959
4,1,33,7,4,3,1.838
4,1,34,8,2,4,2.977
4,1,35,8,7,8,3.534
4,1,36,5,6,9,1.23
4,1,37,4,6,6,1.259
4,1,38,6,1,4,1.775
4,1,39,4,1,3,0.9
4,1,40,5,1,2,4.049
4,1,41,6,8,9,1.447
4,1,42,5,2,6,3.099
4,1,43,3,2,8,1.474
4,1,44,1,2,8,1.494
4,1,45,5,4,3,2.427
4,1,46,2,4,9,1.539
4,1,47,1,3,9,1.273
4,1,48,3,8,8,1.855
4,1,49,4,2,7,1.946
4,1,50,4,3,9,1.491
4,1,51,7,2,1,1.68
4,1,52,8,6,9,1.958
4,1,53,2,5,3,2.537
4,1,54,3,4,8,1.415
4,1,55,3,7,3,2.116
4,1,56,7,3,3,0.982
4,2,1,1,7,3,3.418
4,2,2,8,7,7,1.474
4,2,3,7,1,3,0.929
4,2,4,5,1,8,0.997
4,2,5,8,2,3,1.446
4,2,6,2,1,2,2.007
4,2,7,7,2,2,3.415
4,2,8,3,7,7,1.945
4,2,9,2,6,3,1.24
4,2,10,1,2,7,4.554
4,2,11,8,4,8,1.337
4,2,12,4,1,7,4.69
4,2,13,7,4,3,1.807
4,2,14,6,2,7,2.118
4,2,15,8,3,8,4.85
4,2,16,4,8,7,2.087
4,2,17,1,4,4,1.492
4,2,18,8,6,9,1.881
4,2,19,4,7,2,3.006
4,2,20,2,7,1,1.99
4,2,21,5,7,9,1.68
4,2,22,7,8,8,0.932
4,2,23,6,8,9,1.459
4,2,24,2,4,8,1.804
4,2,25,1,5,2,1.007
4,2,26,4,6,6,3.347
4,2,27,2,8,3,2.022
4,2,28,4,3,7,2.214
4,2,29,3,8,7,6.169
4,2,30,4,2,7,2.571
4,2,31,3,2,3,1.725
4,2,32,4,5,2,0.98
4,2,33,1,3,8,1.244
4,2,34,8,5,8,1.041
4,2,35,5,8,8,1.041
4,2,36,3,6,7,1.35
4,2,37,1,6,7,0.805
4,2,38,5,3,8,1.647
4,2,39,2,3,4,1.481
4,2,40,6,5,8,1.695
4,2,41,5,2,3,2.398
4,2,42,5,4,6,2.959
4,2,43,7,5,8,1.089
4,2,44,3,5,7,0.868
4,2,45,6,1,4,1.198
4,2,46,7,3,8,1.075
4,2,47,2,5,3,1.787
4,2,48,1,8,7,0.822
4,2,49,6,4,7,2.615
4,2,50,6,3,3,0.856
4,2,51,3,4,3,0.929
4,2,52,3,1,8,0.854
4,2,53,7,6,7,2.367
4,2,54,8,1,4,2.566
4,2,55,6,7,8,1.537
4,2,56,5,6,9,0.888
5,1,1,5,1,5,13.612
5,1,2,8,7,2,3.999
5,1,3,6,2,6,4.577
5,1,4,7,4,7,4.504
5,1,5,4,8,6,2.806
5,1,6,5,2,5,4.611
5,1,7,2,8,6,4.738
5,1,8,7,3,7,3.097
5,1,9,8,2,5,1.866
5,1,10,3,1,8,2.786
5,1,11,3,4,8,2.147
5,1,12,1,4,6,2.303
5,1,13,5,4,7,1.994
5,1,14,3,2,7,1.995
5,1,15,6,4,6,4.658
5,1,16,3,5,6,8.887
5,1,17,2,3,6,1.57
5,1,18,7,1,5,2.365
5,1,19,5,8,1,3.956
5,1,20,8,1,2,2.151
5,1,21,1,5,6,1.413
5,1,22,3,6,5,10.041
5,1,23,7,5,8,3.678
5,1,24,4,2,8,1.165
5,1,25,1,6,6,1.337
5,1,26,8,3,5,3.988
5,1,27,1,3,9,3.571
5,1,28,5,6,7,1.354
5,1,29,3,7,6,5.346
5,1,30,7,6,7,1.476
5,1,31,1,8,3,1.397
5,1,32,4,3,6,1.603
5,1,33,6,5,6,2.599
5,1,34,2,5,4,9.325
5,1,35,1,7,3,2.257
5,1,36,8,4,4,4.269
5,1,37,4,1,5,7.871
5,1,38,4,6,6,16.201
5,1,39,8,6,6,2.382
5,1,40,8,5,4,5.255
5,1,41,2,1,5,5.157
5,1,42,7,2,4,1.803
5,1,43,5,7,7,2.225
5,1,44,2,7,4,8.67
5,1,45,1,2,6,5.5
5,1,46,5,3,7,11.135
5,1,47,6,8,8,1.823
5,1,48,2,4,8,1.137
5,1,49,7,8,4,2.068
5,1,50,6,7,6,1.243
5,1,51,4,7,5,2.199
5,1,52,3,8,3,2.82
5,1,53,2,6,5,1.822
5,1,54,6,1,4,10.478
5,1,55,6,3,6,13.457
5,1,56,4,5,5,4.052
5,2,1,6,7,6,11.701
5,2,2,8,4,3,3.114
5,2,3,5,6,7,1.527
5,2,4,4,5,5,1.507
5,2,5,7,6,5,21.399
5,2,6,1,4,5,1.726
5,2,7,4,7,4,1.76
5,2,8,8,6,7,2.132
5,2,9,6,5,9,3.366
5,2,10,3,6,6,4.706
5,2,11,2,8,4,4.505
5,2,12,4,6,7,1.496
5,2,13,2,1,6,9.386
5,2,14,5,2,4,20.181
5,2,15,3,7,7,3.07
5,2,16,7,3,7,1.401
5,2,17,2,4,9,1.65
5,2,18,4,8,6,1.447
5,2,19,4,2,8,1.276
5,2,20,3,5,8,1.117
5,2,21,2,5,5,2.539
5,2,22,1,6,4,2.193
5,2,23,1,7,4,1.37
5,2,24,3,8,4,1.946
5,2,25,4,3,7,6.706
5,2,26,5,1,6,14.844
5,2,27,8,7,2,2.226
5,2,28,7,5,8,1.339
5,2,29,4,1,5,1.308
5,2,30,2,6,6,2.695
5,2,31,3,1,7,1.15
5,2,32,5,3,7,1.025
5,2,33,1,8,4,2.894
5,2,34,5,7,8,1.417
5,2,35,3,2,4,2.13
5,2,36,5,8,3,10.106
5,2,37,8,2,4,2.053
5,2,38,6,1,4,1.947
5,2,39,5,4,6,6.42
5,2,40,6,2,6,6.577
5,2,41,7,4,3,21.74
5,2,42,1,2,6,22.899
5,2,43,8,5,2,1.337
5,2,44,3,4,7,2.77
5,2,45,2,7,4,1.243
5,2,46,7,8,1,1.492
5,2,47,6,4,6,1.839
5,2,48,7,2,4,1.946
5,2,49,1,5,5,2.022
5,2,50,2,3,4,4.458
5,2,51,1,3,7,1.525
5,2,52,8,3,2,2.399
5,2,53,6,8,6,1.133
5,2,54,6,3,4,8.808
5,2,55,8,1,4,2.149
5,2,56,7,1,5,2.525
6,1,1,7,2,1,13.204
6,1,2,8,4,2,3.755
6,1,3,4,1,3,2.224
6,1,4,3,7,4,2.023
6,1,5,6,2,3,1.681
6,1,6,1,5,3,2.709
6,1,7,3,1,8,4.797
6,1,8,5,3,7,1.34
6,1,9,5,6,8,1.476
6,1,10,6,3,6,1.381
6,1,11,7,5,8,1.554
6,1,12,7,1,5,2.007
6,1,13,8,6,8,1.899
6,1,14,5,1,5,1.682
6,1,15,2,4,6,1.709
6,1,16,8,5,7,3.129
6,1,17,5,8,7,1.415
6,1,18,7,8,6,1.416
6,1,19,4,3,6,1.916
6,1,20,2,6,4,1.568
6,1,21,6,7,5,1.479
6,1,22,3,2,4,2.135
6,1,23,6,5,7,1.976
6,1,24,7,6,3,3.041
6,1,25,1,7,2,3.068
6,1,26,4,5,2,12.366
6,1,27,8,2,2,1.399
6,1,28,2,7,1,1.558
6,1,29,3,8,4,2.102
6,1,30,6,4,6,5.907
6,1,31,4,6,5,2.131
6,1,32,1,2,4,1.699
6,1,33,3,6,4,2.787
6,1,34,5,7,8,1.398
6,1,35,5,4,2,3.098
6,1,36,1,8,2,1.465
6,1,37,2,1,2,1.911
6,1,38,4,2,8,1.571
6,1,39,1,4,2,4.908
6,1,40,3,4,9,1.772
6,1,41,2,5,2,1.806
6,1,42,7,4,2,1.167
6,1,43,7,3,6,2.417
6,1,44,5,2,1,2.119
6,1,45,4,7,1,0.778
6,1,46,1,3,9,1.445
6,1,47,8,3,1,1.915
6,1,48,8,1,1,0.866
6,1,49,2,8,1,2.18
6,1,50,1,6,6,1.807
6,1,51,6,1,1,1.385
6,1,52,4,8,1,0.976
6,1,53,3,5,9,1.496
6,1,54,2,3,1,1.604
6,1,55,6,8,9,1.134
6,1,56,8,7,7,1.324
6,2,1,2,5,1,2.726
6,2,2,5,7,9,1.307
6,2,3,4,1,7,2.725
6,2,4,4,3,7,1.416
6,2,5,2,3,7,1.542
6,2,6,8,1,1,1.851
6,2,7,4,7,1,1.882
6,2,8,3,8,3,3.181
6,2,9,2,8,1,2.161
6,2,10,6,5,9,1.589
6,2,11,8,5,9,0.694
6,2,12,8,7,9,0.68
6,2,13,7,3,4,2.146
6,2,14,4,5,1,2.18
6,2,15,3,6,5,1.759
6,2,16,5,1,3,1.35
6,2,17,1,6,2,1.013
6,2,18,4,2,8,2.145
6,2,19,8,3,1,1.662
6,2,20,8,6,9,0.93
6,2,21,7,5,9,0.807
6,2,22,4,6,9,1.091
6,2,23,5,8,9,1.896
6,2,24,5,2,1,1.371
6,2,25,7,6,5,2.536
6,2,26,7,8,9,1.339
6,2,27,3,2,1,1.668
6,2,28,6,8,9,0.604
6,2,29,6,2,1,1.148
6,2,30,7,4,2,3.44
6,2,31,3,1,9,0.762
6,2,32,1,8,2,2.01
6,2,33,6,1,2,1.476
6,2,34,2,6,1,1.057
6,2,35,2,1,1,1.241
6,2,36,5,6,8,1.522
6,2,37,2,4,9,1.122
6,2,38,3,4,9,0.762
6,2,39,5,3,9,0.526
6,2,40,1,5,9,0.508
6,2,41,6,3,6,1.355
6,2,42,7,1,1,2.21
6,2,43,4,8,5,1.615
6,2,44,3,7,1,2.446
6,2,45,2,7,1,1.292
6,2,46,1,4,9,1.71
6,2,47,6,4,4,2.722
6,2,48,3,5,9,1.304
6,2,49,7,2,1,1.106
6,2,50,1,7,1,1.511
6,2,51,8,2,1,1.053
6,2,52,1,3,9,0.821
6,2,53,5,4,1,1.464
6,2,54,8,4,1,1.51
6,2,55,1,2,6,1.492
6,2,56,6,7,5,2.007
7,1,1,1,7,4,3.352
7,1,2,5,7,8,2.303
7,1,3,7,3,4,2.542
7,1,4,3,2,3,2.069
7,1,5,6,3,4,3.071
7,1,6,7,4,3,1.01
7,1,7,4,1,5,1.743
7,1,8,3,5,6,1.758
7,1,9,5,6,4,1.605
7,1,10,3,8,3,0.884
7,1,11,2,1,3,2.073
7,1,12,6,2,2,1.418
7,1,13,7,2,1,1.165
7,1,14,1,5,5,2.398
7,1,15,5,1,5,1.105
7,1,16,5,4,4,1.93
7,1,17,1,2,3,1.526
7,1,18,1,8,3,1.228
7,1,19,5,8,8,2.214
7,1,20,2,6,3,2.774
7,1,21,8,3,3,2.853
7,1,22,1,4,7,1.76
7,1,23,3,4,7,0.931
7,1,24,7,8,5,6.393
7,1,25,8,2,4,1.634
7,1,26,7,1,3,1.616
7,1,27,3,6,4,1.181
7,1,28,8,6,7,1.336
7,1,29,7,6,7,1.632
7,1,30,4,8,4,2.711
7,1,31,2,5,3,1.105
7,1,32,4,2,8,1.509
7,1,33,2,4,7,0.931
7,1,34,6,7,5,2.617
7,1,35,8,1,3,1.491
7,1,36,3,1,9,2.289
7,1,37,8,7,4,1.4
7,1,38,5,2,3,1.137
7,1,39,2,3,3,1.353
7,1,40,6,5,6,1.65
7,1,41,2,8,3,1.199
7,1,42,4,6,6,1.604
7,1,43,6,8,9,2.802
7,1,44,3,7,5,2.052
7,1,45,2,7,3,1.104
7,1,46,4,7,3,1.276
7,1,47,4,5,6,1.414
7,1,48,7,5,7,1.836
7,1,49,5,3,6,1.398
7,1,50,8,4,3,1.355
7,1,51,1,6,4,1.324
7,1,52,8,5,7,1.541
7,1,53,6,4,3,1.325
7,1,54,6,1,3,2.304
7,1,55,4,3,8,2.443
7,1,56,1,3,8,0.637
7,2,1,7,2,2,1.731
7,2,2,4,5,4,1.899
7,2,3,4,7,3,1.338
7,2,4,3,2,6,1.382
7,2,5,5,4,5,2.241
7,2,6,1,8,4,1.744
7,2,7,8,1,4,5.113
7,2,8,7,5,8,1.228
7,2,9,4,3,7,1.055
7,2,10,8,2,4,1.076
7,2,11,5,3,8,1.213
7,2,12,5,8,7,1.914
7,2,13,6,8,9,1.119
7,2,14,2,5,4,1.73
7,2,15,8,3,4,1.726
7,2,16,8,4,3,1.681
7,2,17,3,4,7,1.728
7,2,18,4,2,8,1.244
7,2,19,2,4,8,0.995
7,2,20,8,6,9,0.794
7,2,21,6,2,6,1.932
7,2,22,6,5,8,1.429
7,2,23,4,6,4,1.604
7,2,24,2,6,3,1.039
7,2,25,3,7,6,1.415
7,2,26,4,8,4,1.134
7,2,27,2,3,5,1.542
7,2,28,7,1,3,1.852
7,2,29,3,5,7,1.353
7,2,30,5,7,8,1.04
7,2,31,3,1,8,2.07
7,2,32,1,2,4,1.788
7,2,33,7,6,4,1.352
7,2,34,5,1,6,1.15
7,2,35,8,7,6,4.004
7,2,36,6,1,4,1.122
7,2,37,5,2,3,1.07
7,2,38,6,7,5,2.664
7,2,39,1,7,4,1.134
7,2,40,7,8,6,1.742
7,2,41,6,4,6,1.211
7,2,42,7,3,3,1.508
7,2,43,8,5,6,1.148
7,2,44,1,4,4,1.571
7,2,45,1,3,4,1.009
7,2,46,6,3,4,1.555
7,2,47,4,1,5,1.476
7,2,48,2,1,3,1.258
7,2,49,3,6,5,1.072
7,2,50,3,8,3,1.105
7,2,51,2,7,3,0.885
7,2,52,7,4,2,3.756
7,2,53,1,5,6,1.321
7,2,54,5,6,4,2.521
7,2,55,2,8,3,1.212
7,2,56,1,6,3,1.351
8,1,1,8,2,2,5.458
8,1,2,5,7,7,2.021
8,1,3,4,8,3,2.722
8,1,4,1,6,4,1.77
8,1,5,1,8,4,1.588
8,1,6,3,7,6,1.351
8,1,7,2,4,8,1.587
8,1,8,6,2,5,1.26
8,1,9,4,2,8,2.041
8,1,10,5,3,7,1.26
8,1,11,7,4,4,1.957
8,1,12,2,8,2,2.772
8,1,13,1,5,4,2.598
8,1,14,4,5,5,1.18
8,1,15,3,1,8,1.714
8,1,16,8,7,6,1.278
8,1,17,2,1,4,1.446
8,1,18,5,1,6,1.324
8,1,19,1,4,6,3.601
8,1,20,3,4,7,0.976
8,1,21,2,7,3,1.055
8,1,22,7,6,4,1.59
8,1,23,6,1,5,1.137
8,1,24,1,7,3,1.536
8,1,25,2,3,3,1.554
8,1,26,4,7,4,1.506
8,1,27,5,8,5,1.588
8,1,28,6,7,5,1.526
8,1,29,7,1,2,2.601
8,1,30,2,6,3,1.241
8,1,31,3,6,4,1.197
8,1,32,3,8,4,0.715
8,1,33,8,6,6,1.569
8,1,34,8,1,2,1.572
8,1,35,7,8,3,2.975
8,1,36,3,2,4,2.491
8,1,37,4,1,5,2.24
8,1,38,1,2,3,1.43
8,1,39,6,4,5,1.349
8,1,40,7,5,7,1.729
8,1,41,5,6,6,1.333
8,1,42,4,3,4,2.055
8,1,43,1,3,8,2.024
8,1,44,5,2,4,1.448
8,1,45,5,4,5,1.412
8,1,46,6,5,4,1.271
8,1,47,7,2,2,1.679
8,1,48,6,3,4,1.74
8,1,49,8,5,5,2.337
8,1,50,2,5,2,1.618
8,1,51,8,3,3,2.441
8,1,52,7,3,4,1.804
8,1,53,6,8,5,1.79
8,1,54,8,4,3,1.383
8,1,55,3,5,4,2.348
8,1,56,4,6,5,1.805
8,2,1,3,6,3,2.342
8,2,2,6,2,4,1.212
8,2,3,4,6,4,1.366
8,2,4,7,2,1,1.98
8,2,5,3,4,5,1.412
8,2,6,2,8,3,0.912
8,2,7,1,2,2,1.262
8,2,8,1,3,9,1.662
8,2,9,8,4,4,1.463
8,2,10,2,5,3,0.851
8,2,11,1,8,4,1.246
8,2,12,4,3,3,0.961
8,2,13,7,8,2,1.414
8,2,14,5,8,5,2.04
8,2,15,5,7,5,1.584
8,2,16,6,8,8,3.113
8,2,17,2,6,2,1.18
8,2,18,7,5,8,2.398
8,2,19,5,1,5,1.291
8,2,20,3,7,3,2.242
8,2,21,6,1,3,1.79
8,2,22,8,6,9,1.525
8,2,23,7,6,9,1.042
8,2,24,1,5,2,1.933
8,2,25,5,4,3,1.77
8,2,26,2,1,1,1.88
8,2,27,3,2,1,1.662
8,2,28,2,3,1,0.82
8,2,29,3,1,9,1.415
8,2,30,7,1,3,2.957
8,2,31,5,6,7,1.713
8,2,32,6,5,7,1.868
8,2,33,4,5,4,1.583
8,2,34,4,8,3,1.771
8,2,35,8,3,3,1.104
8,2,36,7,4,3,1.117
8,2,37,4,1,4,1.54
8,2,38,2,7,1,1.199
8,2,39,1,7,3,1.743
8,2,40,8,2,4,1.383
8,2,41,4,7,1,2.474
8,2,42,6,4,5,1.821
8,2,43,2,4,8,2.525
8,2,44,8,7,7,1.868
8,2,45,1,6,2,2.866
8,2,46,6,3,4,1.958
8,2,47,6,7,5,3.721
8,2,48,8,5,4,1.496
8,2,49,1,4,1,1.304
8,2,50,3,8,2,1.321
8,2,51,7,3,1,1.808
8,2,52,5,2,2,1.678
8,2,53,5,3,4,2.256
8,2,54,3,5,3,1.947
8,2,55,8,1,1,1.851
8,2,56,4,2,9,3.44
9,1,1,2,4,6,4.13
9,1,2,3,2,7,1.13
9,1,3,3,8,7,1.678
9,1,4,2,5,3,1.738
9,1,5,7,1,2,1.46
9,1,6,8,5,1,1.569
9,1,7,1,3,8,1.787
9,1,8,5,6,6,0.994
9,1,9,3,7,7,3.071
9,1,10,5,1,6,1.06
9,1,11,2,6,5,1.929
9,1,12,7,5,7,2.214
9,1,13,6,1,4,3.413
9,1,14,1,5,4,1.133
9,1,15,6,7,5,1.338
9,1,16,6,3,6,4.861
9,1,17,3,4,7,1.586
9,1,18,4,6,6,2.084
9,1,19,1,2,6,1.481
9,1,20,4,3,3,2.021
9,1,21,6,4,4,1.912
9,1,22,5,3,7,2.289
9,1,23,4,7,2,1.821
9,1,24,3,5,3,1.132
9,1,25,7,6,4,2.243
9,1,26,4,5,6,3.742
9,1,27,6,2,3,3.069
9,1,28,2,1,2,1.075
9,1,29,6,5,7,4.286
9,1,30,1,8,4,1.867
9,1,31,7,4,2,3.565
9,1,32,2,3,2,1.43
9,1,33,8,1,7,1.165
9,1,34,7,2,1,3.69
9,1,35,5,7,8,1.713
9,1,36,3,6,6,1.634
9,1,37,4,1,3,1.558
9,1,38,3,1,7,1.495
9,1,39,5,2,3,1.21
