ppt,block,trial,lcol,rcol,sim,rt
16,2,30,5,3,4,1.366
16,2,31,6,4,4,2.788
16,2,32,7,4,4,0.949
16,2,33,6,1,3,2.276
16,2,34,5,6,5,1.537
16,2,35,1,8,3,1.371
16,2,36,6,7,4,3.803
16,2,37,2,1,7,1.15
16,2,38,8,6,7,1.275
16,2,39,7,6,6,1.4
16,2,40,3,2,7,1.399
16,2,41,5,7,9,2.382
16,2,42,4,3,8,1.04
16,2,43,5,1,7,1.383
16,2,44,1,2,7,0.84
16,2,45,3,1,9,1.225
16,2,46,3,5,5,1.697
16,2,47,8,3,4,6.092
16,2,48,7,5,9,1.463
16,2,49,6,8,9,1.367
16,2,50,4,6,8,1.148
16,2,51,4,7,6,1.356
16,2,52,6,5,7,0.795
16,2,53,8,4,6,0.51
16,2,54,1,3,9,1.167
16,2,55,5,2,5,1.184
16,2,56,3,7,4,1.038
17,1,1,2,3,3,7.781
17,1,2,1,7,2,4.343
17,1,3,1,4,4,8.353
17,1,4,6,2,4,3.195
17,1,5,7,3,3,5.922
17,1,6,8,4,3,4.209
17,1,7,3,2,4,1.817
17,1,8,4,7,1,2.71
17,1,9,5,7,7,2.037
17,1,10,5,6,6,5.564
17,1,11,8,1,2,3.554
17,1,12,4,1,4,4.596
17,1,13,4,8,4,2.771
17,1,14,8,5,5,3.491
17,1,15,2,8,2,5.984
17,1,16,4,6,4,4.566
17,1,17,6,4,3,3.366
17,1,18,2,7,1,1.695
17,1,19,7,8,3,15.298
17,1,20,7,5,7,2.68
17,1,21,1,6,3,5.142
17,1,22,2,1,5,3.521
17,1,23,5,2,4,4.099
17,1,24,3,5,6,2.649
17,1,25,2,5,3,3.224
17,1,26,1,5,4,2.915
17,1,27,6,1,3,5.114
17,1,28,7,4,3,2.21
17,1,29,4,3,8,2.084
17,1,30,3,8,4,3.086
17,1,31,1,2,7,1.758
17,1,32,4,2,9,3.332
17,1,33,6,3,4,4.58
17,1,34,3,4,8,1.698
17,1,35,3,6,6,1.93
17,1,36,8,2,3,2.134
17,1,37,5,1,4,5.36
17,1,38,1,3,9,1.897
17,1,39,8,6,8,1.448
17,1,40,2,4,8,1.229
17,1,41,7,6,5,2.082
17,1,42,8,3,3,4.553
17,1,43,7,1,2,1.931
17,1,44,4,5,3,1.819
17,1,45,2,6,3,1.945
17,1,46,3,1,8,1.788
17,1,47,7,2,1,2.974
17,1,48,3,7,2,1.398
17,1,49,6,7,1,2.71
17,1,50,5,4,2,3.65
17,1,51,6,8,7,3.771
17,1,52,6,5,2,7.187
17,1,53,8,7,1,3.332
17,1,54,5,3,2,1.604
17,1,55,1,8,2,1.15
17,1,56,5,8,1,2.913
17,2,1,8,1,2,10.882
17,2,2,7,4,2,1.45
17,2,3,8,3,2,1.072
17,2,4,6,4,4,2.725
17,2,5,4,8,2,2.26
17,2,6,6,7,1,6.014
17,2,7,7,1,1,1.616
17,2,8,3,1,8,1.727
17,2,9,4,5,4,2.491
17,2,10,7,2,2,1.712
17,2,11,5,4,3,1.448
17,2,12,6,1,2,2.242
17,2,13,7,3,2,1.48
17,2,14,4,1,3,3.957
17,2,15,2,8,2,1.056
17,2,16,5,2,1,2.225
17,2,17,4,7,1,1.305
17,2,18,6,8,7,2.458
17,2,19,2,7,1,1.757
17,2,20,3,2,4,3.412
17,2,21,8,2,1,2.727
17,2,22,7,5,8,1.575
17,2,23,8,5,1,2.709
17,2,24,1,5,4,1.948
17,2,25,1,2,4,2.148
17,2,26,4,2,8,3.02
17,2,27,8,7,3,2.553
17,2,28,4,6,2,2.664
17,2,29,1,3,7,1.786
17,2,30,3,8,2,2.039
17,2,31,7,6,2,2.462
17,2,32,5,6,3,1.694
17,2,33,6,2,2,1.959
17,2,34,2,1,3,3.415
17,2,35,4,3,4,1.476
17,2,36,1,4,6,2.552
17,2,37,2,4,7,2.88
17,2,38,2,5,2,1.365
17,2,39,3,6,3,2.504
17,2,40,8,6,8,2.337
17,2,41,5,8,3,3.225
17,2,42,5,1,2,3.1
17,2,43,5,3,3,1.399
17,2,44,1,8,2,3.63
17,2,45,3,5,4,3.565
17,2,46,7,8,2,1.402
17,2,47,1,7,2,3.44
17,2,48,8,4,2,1.651
17,2,49,1,6,3,2.368
17,2,50,3,4,7,1.727
17,2,51,2,3,6,1.865
17,2,52,5,7,8,1.382
17,2,53,2,6,2,4.225
17,2,54,6,5,2,1.49
17,2,55,3,7,3,1.554
17,2,56,6,3,2,1.371
18,1,1,8,1,1,6.626
18,1,2,1,6,2,4.391
18,1,3,4,5,4,6.311
18,1,4,4,7,4,1.972
18,1,5,1,2,5,3.862
18,1,6,3,8,5,7.479
18,1,7,2,3,6,2.361
18,1,8,5,2,2,1.897
18,1,9,8,5,7,2.555
18,1,10,7,2,1,1.617
18,1,11,4,8,5,3.506
18,1,12,7,1,3,3.818
18,1,13,2,4,6,2.274
18,1,14,3,2,7,2.975
18,1,15,1,3,8,1.991
18,1,16,4,2,8,2.214
18,1,17,8,7,8,2.603
18,1,18,8,4,5,1.871
18,1,19,5,7,9,1.87
18,1,20,6,2,3,2.425
18,1,21,5,1,5,3.038
18,1,22,1,4,5,1.833
18,1,23,3,4,5,1.336
18,1,24,2,6,3,1.771
18,1,25,8,2,2,1.366
18,1,26,6,5,7,1.555
18,1,27,1,7,5,1.708
18,1,28,1,5,5,1.929
18,1,29,1,8,3,3.19
18,1,30,5,4,4,1.788
18,1,31,6,3,5,3.181
18,1,32,8,3,5,1.91
18,1,33,7,6,6,1.521
18,1,34,4,6,5,1.963
18,1,35,4,3,7,1.743
18,1,36,6,4,5,2.024
18,1,37,5,6,8,1.708
18,1,38,6,7,7,1.387
18,1,39,2,7,2,1.428
18,1,40,8,6,8,2.022
18,1,41,7,5,9,1.648
18,1,42,2,5,4,3.039
18,1,43,5,8,8,1.85
18,1,44,6,1,5,1.697
18,1,45,4,1,7,4.21
18,1,46,5,3,8,1.494
18,1,47,6,8,9,1.943
18,1,48,3,7,8,2.021
18,1,49,3,5,8,1.413
18,1,50,7,8,9,1.04
18,1,51,2,1,7,2.114
18,1,52,7,4,4,1.713
18,1,53,7,3,5,2.801
18,1,54,3,6,5,4.538
18,1,55,3,1,7,1.478
18,1,56,2,8,3,1.417
18,2,1,2,4,8,2.952
18,2,2,3,8,6,1.709
18,2,3,6,5,8,1.947
18,2,4,8,2,2,2.225
18,2,5,1,6,3,1.848
18,2,6,6,1,3,1.511
18,2,7,5,2,2,1.37
18,2,8,6,7,8,1.852
18,2,9,5,8,9,2.598
18,2,10,7,2,2,1.713
18,2,11,2,7,1,1.835
18,2,12,1,2,8,1.681
18,2,13,2,5,5,2.4
18,2,14,7,8,8,1.743
18,2,15,2,1,7,1.35
18,2,16,1,3,8,1.913
18,2,17,3,7,7,2.115
18,2,18,1,8,5,2.43
18,2,19,8,7,8,1.808
18,2,20,5,1,6,2.679
18,2,21,8,3,6,1.216
18,2,22,1,4,8,2.537
18,2,23,1,5,8,1.148
18,2,24,6,2,3,1.931
18,2,25,8,5,8,1.958
18,2,26,4,8,7,1.746
18,2,27,2,8,4,1.729
18,2,28,6,4,5,2.118
18,2,29,5,7,8,1.523
18,2,30,1,7,6,1.899
18,2,31,2,3,7,1.866
18,2,32,3,5,8,1.365
18,2,33,5,6,8,1.646
18,2,34,4,2,8,2.105
18,2,35,3,2,8,1.678
18,2,36,5,4,7,1.306
18,2,37,2,6,3,1.557
18,2,38,3,1,8,1.476
18,2,39,4,5,6,1.881
18,2,40,7,3,6,2.538
18,2,41,4,7,5,1.916
18,2,42,7,4,5,2.135
18,2,43,7,5,8,3.117
18,2,44,3,4,8,1.527
18,2,45,7,1,6,1.776
18,2,46,3,6,4,2.91
18,2,47,5,3,7,2.147
18,2,48,4,1,7,1.414
18,2,49,8,1,3,1.772
18,2,50,4,6,4,1.54
18,2,51,7,6,6,2.183
18,2,52,8,6,8,1.412
18,2,53,4,3,8,1.162
18,2,54,8,4,5,1.338
18,2,55,6,3,5,1.075
18,2,56,6,8,7,1.196
19,1,1,6,3,7,3.862
19,1,2,8,1,7,1.259
19,1,3,7,4,4,1.909
19,1,4,8,6,7,0.947
19,1,5,7,8,5,1.349
19,1,6,3,7,6,1.354
19,1,7,6,7,7,2.241
19,1,8,2,5,3,1.347
19,1,9,5,8,7,1.213
19,1,10,8,5,7,1.417
19,1,11,2,3,3,1.334
19,1,12,5,3,3,1.729
19,1,13,8,2,3,3.01
19,1,14,3,2,3,1.536
19,1,15,6,5,8,1.338
19,1,16,6,1,3,2.292
19,1,17,4,1,4,2.02
19,1,18,3,4,3,2.354
19,1,19,2,1,3,3.178
19,1,20,1,7,4,2.382
19,1,21,7,1,3,3.208
19,1,22,6,4,3,2.182
19,1,23,3,5,3,2.743
19,1,24,5,1,6,2.209
19,1,25,2,6,3,1.588
19,1,26,3,8,3,1.552
19,1,27,1,3,8,1.646
19,1,28,6,8,8,1.495
19,1,29,5,6,6,1.761
19,1,30,8,7,5,2.176
19,1,31,4,6,3,1.587
19,1,32,4,5,4,2.025
19,1,33,4,7,4,2.459
19,1,34,4,2,7,1.539
19,1,35,2,8,6,1.724
19,1,36,8,4,5,1.229
19,1,37,1,5,4,3.176
19,1,38,2,7,2,1.805
19,1,39,8,3,5,3.849
19,1,40,7,6,6,1.541
19,1,41,3,1,8,1.492
19,1,42,2,4,8,1.09
19,1,43,7,3,5,3.336
19,1,44,7,5,7,1.35
19,1,45,4,8,5,2.348
19,1,46,1,8,6,1.539
19,1,47,3,6,5,3.272
19,1,48,5,2,3,2.192
19,1,49,1,2,2,1.729
19,1,50,1,4,2,1.51
19,1,51,5,4,2,1.492
19,1,52,1,6,2,1.198
19,1,53,4,3,3,1.542
19,1,54,5,7,8,1.318
19,1,55,6,2,5,1.279
19,1,56,7,2,2,1.054
19,2,1,7,6,7,1.418
19,2,2,8,2,5,1.255
19,2,3,1,6,6,1.387
19,2,4,4,8,3,1.637
19,2,5,1,4,8,1.495
19,2,6,6,2,3,1.21
19,2,7,1,3,8,1.43
19,2,8,4,7,2,1.757
19,2,9,7,5,8,1.214
19,2,10,7,3,8,2.21
19,2,11,5,7,8,1.323
19,2,12,5,2,2,1.276
19,2,13,3,1,8,1.117
19,2,14,8,7,7,1.089
19,2,15,6,8,8,1.493
19,2,16,1,5,3,1.474
19,2,17,5,3,4,1.371
19,2,18,1,8,3,1.603
19,2,19,1,2,2,2.791
19,2,20,6,1,2,2.162
19,2,21,8,6,8,1.231
19,2,22,5,6,6,1.211
19,2,23,3,2,5,1.229
19,2,24,4,6,5,1.838
19,2,25,4,5,5,1.349
19,2,26,1,7,5,1.396
19,2,27,6,5,8,1.746
19,2,28,4,1,7,5.187
19,2,29,5,1,6,1.395
19,2,30,3,5,6,1.195
19,2,31,3,8,6,3.164
19,2,32,2,5,5,2.851
19,2,33,4,3,5,1.117
19,2,34,7,8,7,1.665
19,2,35,8,4,5,2.132
19,2,36,2,3,3,1.665
19,2,37,2,4,7,1.434
19,2,38,5,4,3,3.228
19,2,39,7,2,7,2.271
19,2,40,8,1,4,2.396
19,2,41,3,6,6,1.605
19,2,42,6,3,6,1.087
19,2,43,3,7,4,1.599
19,2,44,8,3,4,1.854
19,2,45,2,6,3,2.644
19,2,46,2,1,4,2.613
19,2,47,6,4,3,4.095
19,2,48,5,8,6,1.396
19,2,49,7,4,2,1.43
19,2,50,7,1,7,1.365
19,2,51,2,7,3,1.321
19,2,52,8,5,8,1.698
19,2,53,3,4,6,1.444
19,2,54,6,7,6,1.447
19,2,55,2,8,2,1.367
19,2,56,4,2,9,1.54
2,1,1,5,6,8,4.29
2,1,2,4,5,7,1.599
2,1,3,6,7,7,2.864
2,1,4,2,7,4,1.713
2,1,5,1,4,7,3.335
2,1,6,1,6,4,1.762
2,1,7,3,1,8,3.801
2,1,8,3,5,8,1.56
2,1,9,7,6,5,2.854
2,1,10,4,1,5,2.071
2,1,11,5,1,4,1.79
2,1,12,2,5,2,2.417
2,1,13,6,5,8,5.113
2,1,14,1,5,3,1.866
2,1,15,3,6,4,3.773
2,1,16,3,7,4,1.6
2,1,17,7,1,4,1.714
2,1,18,7,4,1,3.517
2,1,19,1,3,9,4.205
2,1,20,2,3,5,3.705
2,1,21,2,6,2,2.895
2,1,22,3,8,3,5.238
2,1,23,6,4,4,1.793
2,1,24,8,1,2,2.804
2,1,25,6,1,2,1.115
2,1,26,6,3,2,0.746
2,1,27,5,4,5,3.226
2,1,28,5,7,8,2.909
2,1,29,2,4,9,1.587
2,1,30,1,2,6,3.725
2,1,31,4,3,7,2.35
2,1,32,4,7,4,2.898
2,1,33,5,8,7,3.633
2,1,34,8,2,4,2.162
2,1,35,8,6,9,2.573
2,1,36,6,8,9,1.011
2,1,37,8,3,4,3.134
2,1,38,7,3,5,3.412
2,1,39,2,8,3,1.915
2,1,40,4,8,3,6.093
2,1,41,6,2,4,8.854
2,1,42,1,7,3,2.88
2,1,43,3,2,4,4.532
2,1,44,8,7,4,2.788
2,1,45,3,4,8,2.94
2,1,46,8,4,5,2.354
2,1,47,4,6,5,7.094
2,1,48,8,5,7,4.909
2,1,49,1,8,4,1.649
2,1,50,4,2,8,3.149
2,1,51,7,2,3,3.46
2,1,52,5,3,6,5.176
2,1,53,5,2,2,3.892
2,1,54,2,1,5,3.596
2,1,55,7,5,9,3.13
2,1,56,7,8,5,2.214
2,2,1,4,6,6,3.027
2,2,2,5,4,6,1.209
2,2,3,8,7,4,5.345
2,2,4,1,2,5,5.281
2,2,5,1,6,6,1.898
2,2,6,5,1,5,3.114
2,2,7,2,3,6,3.097
2,2,8,7,5,8,6.263
2,2,9,1,7,4,2.822
2,2,10,1,5,5,2.395
2,2,11,3,4,6,2.287
2,2,12,4,7,3,3.306
2,2,13,7,4,3,1.121
2,2,14,2,6,5,2.401
2,2,15,2,4,9,6.628
2,2,16,4,5,7,3.503
2,2,17,6,8,9,2.488
2,2,18,2,1,7,2.804
2,2,19,5,3,7,1.991
2,2,20,4,1,7,2.507
2,2,21,7,6,6,4.099
2,2,22,3,2,7,2.291
2,2,23,7,3,7,2.353
2,2,24,6,5,8,2.568
2,2,25,7,2,2,2.006
2,2,26,4,2,8,4.847
2,2,27,8,2,4,4.133
2,2,28,3,8,6,12.461
2,2,29,8,6,9,1.668
2,2,30,8,3,5,1.962
2,2,31,5,7,9,2.975
2,2,32,2,5,4,5.474
2,2,33,2,7,3,2.661
2,2,34,2,8,4,5.172
2,2,35,1,4,7,10.055
2,2,36,7,8,2,5.329
2,2,37,5,8,7,6.315
2,2,38,4,3,8,3.284
2,2,39,6,2,5,1.946
2,2,40,8,5,5,1.6
2,2,41,5,2,5,3.095
2,2,42,5,6,8,3.662
2,2,43,6,1,4,3.067
2,2,44,1,3,8,2.148
2,2,45,8,1,4,1.931
2,2,46,1,8,4,4.41
2,2,47,4,8,6,3.424
2,2,48,6,4,6,1.229
2,2,49,3,5,8,3.316
2,2,50,3,6,8,0.947
2,2,51,6,7,7,1.475
2,2,52,8,4,7,1.838
2,2,53,7,1,5,1.651
2,2,54,3,1,9,2.601
2,2,55,3,7,6,5.049
2,2,56,6,3,7,1.615
20,1,1,7,6,9,6.17
20,1,2,1,7,9,1.852
20,1,3,8,4,9,1.833
20,1,4,1,2,1,2.722
20,1,5,5,7,9,3.203
20,1,6,6,2,9,1.646
20,1,7,8,3,9,1.142
20,1,8,5,4,9,1.646
20,1,9,3,6,9,1.212
20,1,10,8,5,1,1.349
20,1,11,2,3,1,1.371
20,1,12,2,8,9,0.761
20,1,13,8,6,1,0.867
20,1,14,6,1,1,0.498
20,1,15,5,2,1,1.637
20,1,16,4,3,1,1.212
20,1,17,6,5,1,1.29
20,1,18,1,6,9,0.841
20,1,19,7,2,9,1.87
20,1,20,3,1,1,1.185
20,1,21,8,7,1,6.595
20,1,22,6,4,9,2.601
20,1,23,7,4,9,10.84
20,1,24,3,5,9,1.228
20,1,25,5,6,9,2.475
20,1,26,5,8,2,1.215
20,1,27,5,3,3,0.794
20,1,28,2,6,8,1.553
20,1,29,6,3,8,1.43
20,1,30,8,1,9,0.916
20,1,31,4,5,8,0.758
20,1,32,7,1,7,1.538
20,1,33,4,7,7,1.089
20,1,34,6,7,8,8.468
20,1,35,7,8,4,1.041
20,1,36,3,4,7,0.617
20,1,37,7,5,4,0.48
20,1,38,2,1,3,1.076
20,1,39,1,4,4,0.804
20,1,40,3,8,7,0.73
20,1,41,8,2,4,0.617
20,1,42,7,3,7,1.055
20,1,43,3,2,3,0.823
20,1,44,4,2,8,2.332
20,1,45,2,7,8,1.039
20,1,46,1,3,3,0.931
20,1,47,4,1,8,1.524
20,1,48,5,1,8,0.757
20,1,49,2,5,8,0.621
20,1,50,1,8,9,1.167
20,1,51,3,7,8,0.809
20,1,52,1,5,9,0.618
20,1,53,6,8,3,1.214
20,1,54,4,8,3,3.134
20,1,55,4,6,8,1.071
20,1,56,2,4,8,0.881
20,2,1,1,7,8,4.801
20,2,2,6,1,8,0.913
20,2,3,3,5,8,0.663
20,2,4,1,2,3,0.821
20,2,5,2,3,3,0.664
20,2,6,3,7,8,0.806
20,2,7,5,6,3,0.682
20,2,8,3,4,3,0.79
20,2,9,8,7,3,1.182
20,2,10,8,3,8,0.7
20,2,11,1,8,9,0.76
20,2,12,7,2,9,3.774
20,2,13,7,1,8,0.713
20,2,14,4,7,8,1.632
20,2,15,8,6,3,0.772
20,2,16,6,5,8,1.662
20,2,17,4,5,8,0.731
20,2,18,4,3,3,0.634
20,2,19,7,8,8,0.557
20,2,20,2,8,3,2.024
20,2,21,3,8,3,0.792
20,2,22,5,3,8,1.35
20,2,23,8,1,3,0.605
20,2,24,6,4,3,0.95
20,2,25,1,3,3,0.636
20,2,26,5,8,3,0.775
20,2,27,3,6,8,0.683
20,2,28,5,2,3,1.275
20,2,29,6,2,3,1.164
20,2,30,1,4,3,0.716
20,2,31,4,8,8,3.712
20,2,32,4,2,7,0.493
20,2,33,1,5,8,1.042
20,2,34,2,6,8,1.059
20,2,35,2,7,3,1.084
20,2,36,2,1,3,0.622
20,2,37,4,6,8,0.852
20,2,38,8,5,3,0.588
20,2,39,7,3,8,3.349
20,2,40,1,6,9,1.774
20,2,41,5,7,9,0.841
20,2,42,2,4,3,1.412
20,2,43,8,2,8,0.679
20,2,44,2,5,8,0.73
20,2,45,6,3,8,1.075
20,2,46,5,4,3,0.621
20,2,47,6,7,4,1.992
20,2,48,7,4,3,2.49
20,2,49,7,6,3,0.882
20,2,50,3,2,4,1.338
20,2,51,4,1,3,1.275
20,2,52,8,4,8,0.758
20,2,53,5,1,3,0.605
20,2,54,6,8,8,0.826
20,2,55,3,1,3,0.478
20,2,56,7,5,3,0.824
21,1,1,4,2,4,4.6
21,1,2,3,5,1,4.537
21,1,3,4,3,6,4.984
21,1,4,4,7,1,3.346
21,1,5,1,2,6,1.803
21,1,6,7,2,1,1.648
21,1,7,1,5,2,2.648
21,1,8,1,4,4,2.883
21,1,9,8,3,1,1.476
21,1,10,3,2,3,4.081
21,1,11,5,8,6,2.598
21,1,12,7,1,1,1.213
21,1,13,4,5,1,0.839
21,1,14,8,5,4,2.086
21,1,15,1,8,1,0.867
21,1,16,3,1,8,1.606
21,1,17,7,4,1,0.744
21,1,18,5,7,6,1.334
21,1,19,6,3,1,2.037
21,1,20,6,1,1,0.772
21,1,21,5,2,1,0.763
21,1,22,2,5,1,0.761
21,1,23,2,1,3,2.758
21,1,24,6,4,3,1.118
21,1,25,8,2,1,1.165
21,1,26,8,4,1,0.449
21,1,27,2,7,1,0.559
21,1,28,6,5,6,4.642
21,1,29,8,7,1,1.039
21,1,30,1,6,1,2.148
21,1,31,2,4,5,1.682
21,1,32,7,5,5,1.435
21,1,33,1,3,7,1.912
21,1,34,7,3,1,1.338
21,1,35,3,7,1,3.551
21,1,36,4,8,1,0.838
21,1,37,5,3,1,3.959
21,1,38,7,6,1,0.851
21,1,39,3,6,1,11.371
21,1,40,2,8,1,1.103
21,1,41,3,8,1,1.132
21,1,42,2,3,3,1.414
21,1,43,7,8,1,1.273
21,1,44,6,2,1,0.931
21,1,45,6,7,3,1.974
21,1,46,3,4,4,3.071
21,1,47,4,1,4,1.961
21,1,48,8,6,4,1.666
21,1,49,1,7,1,0.759
21,1,50,5,1,1,0.899
21,1,51,5,6,2,1.323
21,1,52,4,6,1,0.791
21,1,53,5,4,1,0.667
21,1,54,2,6,1,1.491
21,1,55,6,8,4,3.128
21,1,56,8,1,1,1.757
21,2,1,2,4,1,1.843
21,2,2,3,2,2,1.428
21,2,3,4,6,1,0.996
21,2,4,1,4,1,2.944
21,2,5,2,5,1,0.682
21,2,6,7,6,1,0.525
21,2,7,6,3,4,2.041
21,2,8,2,3,4,2.8
21,2,9,5,1,1,2.229
21,2,10,3,4,5,7.969
21,2,11,7,1,1,1.119
21,2,12,6,7,2,2.192
21,2,13,1,7,1,0.807
21,2,14,7,8,1,1.573
21,2,15,3,6,1,1.293
21,2,16,4,8,1,1.319
21,2,17,4,1,3,1.606
21,2,18,5,2,1,0.712
21,2,19,6,4,1,0.914
21,2,20,7,4,1,1.023
21,2,21,4,3,4,1.897
21,2,22,8,7,1,1.023
21,2,23,5,3,3,1.355
21,2,24,7,5,6,2.261
21,2,25,2,1,1,1.012
21,2,26,1,6,1,0.576
21,2,27,5,4,1,0.622
21,2,28,2,7,2,1.401
21,2,29,6,1,2,1.228
21,2,30,3,7,1,1.166
21,2,31,6,2,1,2.008
21,2,32,1,8,1,0.507
21,2,33,3,1,5,2.104
21,2,34,4,2,1,1.012
21,2,35,4,7,1,0.685
21,2,36,8,3,1,1.278
21,2,37,8,2,1,0.462
21,2,38,3,5,3,3.456
21,2,39,4,5,1,1.228
21,2,40,2,8,1,4.834
21,2,41,7,3,1,1.836
21,2,42,3,8,1,0.741
21,2,43,1,2,1,2.963
21,2,44,5,7,4,2.379
21,2,45,6,8,1,1.287
21,2,46,2,6,1,0.513
21,2,47,8,6,1,0.961
21,2,48,8,5,1,3.206
21,2,49,8,4,1,0.679
21,2,50,8,1,1,0.663
21,2,51,7,2,1,0.571
21,2,52,6,5,4,4.831
21,2,53,5,8,5,2.074
21,2,54,5,6,6,2.863
21,2,55,1,3,7,1.646
21,2,56,1,5,1,1.461
22,1,1,8,1,4,4.302
22,1,2,8,3,4,0.773
22,1,3,6,3,4,1.618
22,1,4,7,8,5,1.412
22,1,5,1,6,3,1.37
22,1,6,3,2,7,1.461
22,1,7,1,4,8,1.412
22,1,8,3,1,8,1.542
22,1,9,5,8,7,1.332
22,1,10,3,8,6,1.758
22,1,11,1,8,6,3.645
22,1,12,6,2,4,1.912
22,1,13,1,2,2,0.915
22,1,14,8,7,4,1.416
22,1,15,4,8,2,1.528
22,1,16,4,6,4,1.605
22,1,17,8,5,5,1.118
22,1,18,6,5,5,0.744
22,1,19,4,3,6,1.758
22,1,20,2,6,3,1.744
22,1,21,2,3,4,1.074
22,1,22,8,2,2,1.401
22,1,23,3,6,5,2.18
22,1,24,3,7,4,1.684
22,1,25,2,1,3,2.803
22,1,26,7,1,1,1.632
22,1,27,2,5,3,1.415
22,1,28,7,2,1,1.321
22,1,29,6,1,4,1.509
22,1,30,2,7,2,1.167
22,1,31,1,3,8,1.368
22,1,32,2,4,8,1.228
22,1,33,6,7,5,1.741
22,1,34,1,5,4,0.838
22,1,35,5,6,6,1.855
22,1,36,5,3,5,1.32
22,1,37,7,6,4,1.837
22,1,38,4,2,7,1.211
22,1,39,4,5,4,1.415
22,1,40,7,3,3,1.819
22,1,41,5,7,7,1.839
22,1,42,3,4,7,0.963
22,1,43,5,4,5,1.306
22,1,44,8,6,6,2.492
22,1,45,5,2,3,1.367
22,1,46,4,1,5,1.71
22,1,47,2,8,4,1.57
22,1,48,5,1,5,1.632
22,1,49,6,4,6,2.131
22,1,50,6,8,7,1.193
22,1,51,4,7,3,1.089
22,1,52,8,4,3,1.669
22,1,53,7,5,6,1.243
22,1,54,7,4,4,1.258
22,1,55,1,7,2,1.261
22,1,56,3,5,3,1.386
22,2,1,6,7,3,1.681
22,2,2,4,2,7,1.945
22,2,3,8,3,5,2.084
22,2,4,2,8,3,1.414
22,2,5,2,5,3,0.82
22,2,6,2,3,4,0.914
22,2,7,3,6,4,1.558
22,2,8,7,4,2,1.199
22,2,9,7,3,4,1.271
22,2,10,6,8,7,1.042
22,2,11,1,6,5,0.9
22,2,12,5,4,4,0.961
22,2,13,8,7,6,1.259
22,2,14,8,6,8,1.261
22,2,15,2,6,4,1.185
22,2,16,4,7,3,1.226
22,2,17,8,5,5,1.414
22,2,18,8,4,5,1.493
22,2,19,4,3,7,1.226
22,2,20,2,7,3,1.088
22,2,21,1,7,3,0.821
22,2,22,4,8,5,1.101
22,2,23,1,5,4,1.182
22,2,24,1,4,6,1.273
22,2,25,5,8,7,0.931
22,2,26,5,7,8,1.105
22,2,27,6,5,7,1.681
22,2,28,6,4,5,1.587
22,2,29,7,6,4,1.649
22,2,30,6,3,5,1.788
22,2,31,1,2,5,1.589
22,2,32,7,1,4,0.978
22,2,33,2,4,6,1.588
22,2,34,3,2,5,1.728
22,2,35,7,5,6,1.447
22,2,36,3,8,5,5.082
22,2,37,4,5,5,2.335
22,2,38,1,8,4,0.871
22,2,39,3,1,7,1.587
22,2,40,4,6,4,2.209
22,2,41,8,1,3,1.197
22,2,42,2,1,4,1.82
22,2,43,5,2,1,1.027
22,2,44,6,2,3,1.293
22,2,45,3,7,2,1.336
22,2,46,3,4,7,1.259
22,2,47,5,6,7,1.243
22,2,48,5,1,5,1.242
22,2,49,4,1,4,1.227
22,2,50,6,1,5,0.665
22,2,51,8,2,4,1.369
22,2,52,5,3,7,1.246
22,2,53,7,2,1,1.199
22,2,54,1,3,8,1.335
22,2,55,7,8,6,2.303
22,2,56,3,5,5,1.897
23,1,1,7,3,3,4.635
23,1,2,7,1,2,2.118
23,1,3,5,4,5,1.899
23,1,4,1,8,2,3.009
23,1,5,5,6,8,2.535
23,1,6,8,3,4,2.288
23,1,7,5,3,3,1.557
23,1,8,2,1,5,2.759
23,1,9,3,5,4,1.867
23,1,10,2,7,1,1.666
23,1,11,7,2,1,1.101
23,1,12,8,7,7,1.48
23,1,13,7,6,6,2.037
23,1,14,7,8,7,1.163
23,1,15,2,3,4,1.497
23,1,16,6,8,8,2.245
23,1,17,1,7,1,1.353
23,1,18,4,6,6,1.849
23,1,19,5,7,8,1.464
23,1,20,1,5,2,2.51
23,1,21,4,7,4,2.678
23,1,22,5,2,4,0.898
23,1,23,8,4,4,0.773
23,1,24,3,1,8,2.713
23,1,25,1,3,6,2.336
23,1,26,2,6,3,1.809
23,1,27,5,8,7,2.321
23,1,28,4,3,4,3.675
23,1,29,6,7,6,1.73
23,1,30,3,7,3,2.461
23,1,31,2,5,1,2.317
23,1,32,8,6,8,2.446
23,1,33,4,1,5,4.127
23,1,34,6,5,7,1.77
23,1,35,6,4,3,2.805
23,1,36,3,4,7,7.658
23,1,37,6,3,3,5.437
23,1,38,4,2,6,4.079
23,1,39,7,5,7,1.179
23,1,40,3,2,4,2.147
23,1,41,4,5,4,1.774
23,1,42,2,4,3,3.799
23,1,43,4,8,3,1.271
23,1,44,1,4,2,1.48
23,1,45,1,6,1,1.334
23,1,46,3,8,3,1.896
23,1,47,8,5,8,1.713
23,1,48,3,6,4,2.1
23,1,49,2,8,2,1.615
23,1,50,8,2,3,1.272
23,1,51,7,4,3,3.446
23,1,52,6,1,1,2.728
23,1,53,8,1,1,1.053
23,1,54,5,1,1,1.43
23,1,55,1,2,4,1.272
23,1,56,6,2,4,2.197
23,2,1,6,3,4,1.95
23,2,2,8,2,3,0.991
23,2,3,5,4,4,6.422
23,2,4,4,7,3,1.897
23,2,5,7,5,8,2.431
23,2,6,5,1,4,2.46
