cond,subj,blk,trial,triad,resp,rt,left1,mid2,right3
1,32,2,8,12,1,772,7,5,1
1,32,3,1,36,2,483,4,2,1
1,32,3,2,45,3,567,7,6,8
1,32,3,3,37,2,1100,5,7,8
1,32,3,4,24,1,641,8,6,2
1,32,3,5,10,3,2055,5,7,1
1,32,3,6,29,1,1188,3,1,2
1,32,3,7,17,1,964,8,2,4
1,32,3,8,1,3,806,1,3,7
1,32,4,1,47,2,1734,8,6,7
1,32,4,2,6,1,601,7,3,1
1,32,4,3,18,1,733,8,4,2
1,32,4,4,42,2,775,8,7,5
1,32,4,5,26,3,1699,1,3,2
1,32,4,6,7,2,1105,1,5,7
1,32,4,7,34,2,1091,2,4,1
1,32,4,8,23,2,679,8,2,6
1,32,5,1,43,2,980,6,7,8
1,32,5,2,21,3,1315,6,2,8
1,32,5,3,27,2,551,2,1,3
1,32,5,4,31,1,761,1,2,4
1,32,5,5,5,1,629,7,1,3
1,32,5,6,41,2,1221,8,5,7
1,32,5,7,9,2,990,5,1,7
1,32,5,8,13,3,607,2,4,8
1,32,6,1,38,2,463,5,8,7
1,32,6,2,25,2,716,1,2,3
1,32,6,3,11,3,736,7,1,5
1,32,6,4,35,2,406,4,1,2
1,32,6,5,2,2,435,1,7,3
1,32,6,6,44,3,642,6,8,7
1,32,6,7,22,2,1069,6,8,2
1,32,6,8,16,2,518,4,8,2
1,32,7,1,41,3,633,8,5,7
1,32,7,2,46,1,538,7,8,6
1,32,7,3,36,3,580,4,2,1
1,32,7,4,5,1,487,7,1,3
1,32,7,5,28,1,601,2,3,1
1,32,7,6,12,1,558,7,5,1
1,32,7,7,13,3,674,2,4,8
1,32,7,8,23,2,921,8,2,6
1,32,8,1,33,2,813,2,1,4
1,32,8,2,26,3,336,1,3,2
1,32,8,3,20,2,477,2,8,6
1,32,8,4,47,3,569,8,6,7
1,32,8,5,39,3,488,7,5,8
1,32,8,6,3,3,541,3,1,7
1,32,8,7,16,2,404,4,8,2
1,32,8,8,8,2,453,1,7,5
1,32,9,1,42,2,430,8,7,5
1,32,9,2,43,3,551,6,7,8
1,32,9,3,11,1,997,7,1,5
1,32,9,4,31,3,600,1,2,4
1,32,9,5,25,3,557,1,2,3
1,32,9,6,24,1,1071,8,6,2
1,32,9,7,14,2,332,2,8,4
1,32,9,8,1,3,444,1,3,7
1,32,10,1,15,3,498,4,2,8
1,32,10,2,29,2,175,3,1,2
1,32,10,3,38,3,123,5,8,7
1,32,10,4,19,1,134,2,6,8
1,32,10,5,45,2,120,7,6,8
1,32,10,6,6,1,178,7,3,1
1,32,10,7,32,3,51,1,4,2
1,32,10,8,7,3,416,1,5,7
1,32,11,1,17,1,392,8,2,4
1,32,11,2,44,3,1828,6,8,7
1,32,11,3,10,2,669,5,7,1
1,32,11,4,22,3,854,6,8,2
1,32,11,5,27,1,3211,2,1,3
1,32,11,6,2,2,636,1,7,3
1,32,11,7,40,2,647,7,8,5
1,32,11,8,34,2,1232,2,4,1
1,32,12,1,37,2,632,5,7,8
1,32,12,2,9,3,1114,5,1,7
1,32,12,3,30,1,698,3,2,1
1,32,12,4,4,2,479,3,7,1
1,32,12,5,48,2,393,8,7,6
1,32,12,6,21,1,493,6,2,8
1,32,12,7,18,1,664,8,4,2
1,32,12,8,35,2,701,4,1,2
1,33,1,1,36,3,1347,4,2,1
1,33,1,2,12,3,898,7,5,1
1,33,1,3,18,1,543,8,4,2
1,33,1,4,42,1,1903,8,7,5
1,33,1,5,27,1,1363,2,1,3
1,33,1,6,5,1,1275,7,1,3
1,33,1,7,43,2,776,6,7,8
1,33,1,8,23,2,1290,8,2,6
1,33,2,1,33,3,1192,2,1,4
1,33,2,2,41,3,1076,8,5,7
1,33,2,3,3,3,555,3,1,7
1,33,2,4,46,3,2228,7,8,6
1,33,2,5,11,1,703,7,1,5
1,33,2,6,16,2,1108,4,8,2
1,33,2,7,22,3,1203,6,8,2
1,33,2,8,25,1,1623,1,2,3
1,33,3,1,21,3,1355,6,2,8
1,33,3,2,40,1,602,7,8,5
1,33,3,3,26,2,820,1,3,2
1,33,3,4,17,1,666,8,2,4
1,33,3,5,32,1,1086,1,4,2
1,33,3,6,1,3,1089,1,3,7
1,33,3,7,10,3,898,5,7,1
1,33,3,8,47,3,821,8,6,7
1,33,4,1,6,1,576,7,3,1
1,33,4,2,35,2,696,4,1,2
1,33,4,3,19,3,522,2,6,8
1,33,4,4,38,2,1340,5,8,7
1,33,4,5,48,2,512,8,7,6
1,33,4,6,13,3,538,2,4,8
1,33,4,7,30,2,1162,3,2,1
1,33,4,8,8,1,939,1,7,5
1,33,5,1,45,1,932,7,6,8
1,33,5,2,4,2,520,3,7,1
1,33,5,3,34,3,789,2,4,1
1,33,5,4,29,3,585,3,1,2
1,33,5,5,39,3,523,7,5,8
1,33,5,6,15,3,470,4,2,8
1,33,5,7,7,1,1005,1,5,7
1,33,5,8,20,2,630,2,8,6
1,33,6,1,37,3,467,5,7,8
1,33,6,2,14,2,381,2,8,4
1,33,6,3,44,3,1312,6,8,7
1,33,6,4,31,1,743,1,2,4
1,33,6,5,28,2,747,2,3,1
1,33,6,6,9,3,647,5,1,7
1,33,6,7,2,2,590,1,7,3
1,33,6,8,24,3,532,8,6,2
1,33,7,1,33,2,479,2,1,4
1,33,7,2,25,2,854,1,2,3
1,33,7,3,4,2,475,3,7,1
1,33,7,4,15,1,1516,4,2,8
1,33,7,5,43,2,611,6,7,8
1,33,7,6,19,1,565,2,6,8
1,33,7,7,10,3,712,5,7,1
1,33,7,8,41,1,640,8,5,7
1,33,8,1,20,2,796,2,8,6
1,33,8,2,47,3,1048,8,6,7
1,33,8,3,2,1,644,1,7,3
1,33,8,4,8,3,1236,1,7,5
1,33,8,5,32,1,749,1,4,2
1,33,8,6,17,3,834,8,2,4
1,33,8,7,37,3,902,5,7,8
1,33,8,8,30,3,688,3,2,1
1,33,9,1,42,3,630,8,7,5
1,33,9,2,1,3,475,1,3,7
1,33,9,3,24,1,1339,8,6,2
1,33,9,4,14,3,1049,2,8,4
1,33,9,5,45,2,1214,7,6,8
1,33,9,6,26,1,878,1,3,2
1,33,9,7,11,2,694,7,1,5
1,33,9,8,31,1,783,1,2,4
1,33,10,1,9,2,556,5,1,7
1,33,10,2,27,1,989,2,1,3
1,33,10,3,46,2,673,7,8,6
1,33,10,4,18,1,848,8,4,2
1,33,10,5,6,3,1464,7,3,1
1,33,10,6,38,3,672,5,8,7
1,33,10,7,34,2,1367,2,4,1
1,33,10,8,22,1,787,6,8,2
1,33,11,1,3,3,1130,3,1,7
1,33,11,2,39,3,706,7,5,8
1,33,11,3,13,3,425,2,4,8
1,33,11,4,29,3,629,3,1,2
1,33,11,5,35,3,643,4,1,2
1,33,11,6,12,3,567,7,5,1
1,33,11,7,44,3,541,6,8,7
1,33,11,8,23,2,568,8,2,6
1,33,12,1,28,3,615,2,3,1
1,33,12,2,21,2,675,6,2,8
1,33,12,3,16,3,662,4,8,2
1,33,12,4,5,3,828,7,1,3
1,33,12,5,36,3,788,4,2,1
1,33,12,6,48,2,623,8,7,6
1,33,12,7,7,1,909,1,5,7
1,33,12,8,40,2,920,7,8,5
1,37,1,1,26,3,3060,1,3,2
1,37,1,2,23,2,1453,8,2,6
1,37,1,3,9,2,1288,5,1,7
1,37,1,4,1,3,1807,1,3,7
1,37,1,5,17,1,2197,8,2,4
1,37,1,6,40,2,1522,7,8,5
1,37,1,7,43,2,1458,6,7,8
1,37,1,8,35,2,1107,4,1,2
1,37,2,1,18,1,1994,8,4,2
1,37,2,2,41,1,1110,8,5,7
1,37,2,3,3,3,1739,3,1,7
1,37,2,4,24,3,1349,8,6,2
1,37,2,5,30,2,1269,3,2,1
1,37,2,6,10,3,1172,5,7,1
1,37,2,7,48,2,957,8,7,6
1,37,2,8,32,1,943,1,4,2
1,37,3,1,21,2,1321,6,2,8
1,37,3,2,13,1,2665,2,4,8
1,37,3,3,12,3,1495,7,5,1
1,37,3,4,45,1,1413,7,6,8
1,37,3,5,39,1,1286,7,5,8
1,37,3,6,34,3,1622,2,4,1
1,37,3,7,29,3,1746,3,1,2
1,37,3,8,2,1,1975,1,7,3
1,37,4,1,37,1,746,5,7,8
1,37,4,2,14,2,1421,2,8,4
1,37,4,3,22,3,1968,6,8,2
1,37,4,4,27,2,1735,2,1,3
1,37,4,5,44,3,1801,6,8,7
1,37,4,6,7,1,1152,1,5,7
1,37,4,7,31,2,1235,1,2,4
1,37,4,8,6,1,2209,7,3,1
1,37,5,1,42,1,1572,8,7,5
1,37,5,2,36,3,831,4,2,1
1,37,5,3,4,2,938,3,7,1
1,37,5,4,16,2,807,4,8,2
1,37,5,5,11,1,1620,7,1,5
1,37,5,6,25,2,707,1,2,3
1,37,5,7,47,3,756,8,6,7
1,37,5,8,19,1,895,2,6,8
1,37,6,1,8,1,644,1,7,5
1,37,6,2,20,1,788,2,8,6
1,37,6,3,46,2,1288,7,8,6
1,37,6,4,28,1,716,2,3,1
1,37,6,5,38,2,764,5,8,7
1,37,6,6,33,2,714,2,1,4
1,37,6,7,15,2,1451,4,2,8
1,37,6,8,5,1,1132,7,1,3
1,37,7,1,36,3,1076,4,2,1
1,37,7,2,44,2,1356,6,8,7
1,37,7,3,11,2,1519,7,1,5
1,37,7,4,41,1,840,8,5,7
1,37,7,5,26,3,1577,1,3,2
1,37,7,6,18,2,1554,8,4,2
1,37,7,7,24,3,698,8,6,2
1,37,7,8,6,1,947,7,3,1
1,37,8,1,38,1,1142,5,8,7
1,37,8,2,48,2,940,8,7,6
1,37,8,3,33,2,738,2,1,4
1,37,8,4,4,2,873,3,7,1
1,37,8,5,23,2,745,8,2,6
1,37,8,6,10,2,1527,5,7,1
1,37,8,7,14,2,740,2,8,4
1,37,8,8,29,3,1733,3,1,2
1,37,9,1,9,2,1231,5,1,7
1,37,9,2,28,3,1559,2,3,1
1,37,9,3,2,1,1057,1,7,3
1,37,9,4,47,3,981,8,6,7
1,37,9,5,40,2,755,7,8,5
1,37,9,6,35,2,708,4,1,2
1,37,9,7,13,3,621,2,4,8
1,37,9,8,19,1,603,2,6,8
1,37,10,1,16,2,687,4,8,2
1,37,10,2,31,1,802,1,2,4
1,37,10,3,1,3,582,1,3,7
1,37,10,4,7,1,1093,1,5,7
1,37,10,5,25,2,744,1,2,3
1,37,10,6,39,3,626,7,5,8
1,37,10,7,22,3,1967,6,8,2
1,37,10,8,45,1,799,7,6,8
1,37,11,1,3,3,648,3,1,7
1,37,11,2,42,1,664,8,7,5
1,37,11,3,46,2,691,7,8,6
1,37,11,4,20,1,666,2,8,6
1,37,11,5,17,2,1992,8,2,4
1,37,11,6,27,2,911,2,1,3
1,37,11,7,8,1,744,1,7,5
1,37,11,8,34,3,631,2,4,1
1,37,12,1,12,3,565,7,5,1
1,37,12,2,21,2,633,6,2,8
1,37,12,3,37,1,568,5,7,8
1,37,12,4,43,2,966,6,7,8
1,37,12,5,32,1,658,1,4,2
1,37,12,6,5,2,549,7,1,3
1,37,12,7,30,3,748,3,2,1
1,37,12,8,15,2,649,4,2,8
1,38,1,1,9,3,3148,5,1,7
1,38,1,2,46,1,1046,7,8,6
1,38,1,3,26,1,1231,1,3,2
1,38,1,4,31,1,800,1,2,4
1,38,1,5,16,1,2008,4,8,2
1,38,1,6,1,3,568,1,3,7
1,38,1,7,22,3,1049,6,8,2
1,38,1,8,41,1,1632,8,5,7
1,38,2,1,6,1,562,7,3,1
1,38,2,2,35,1,601,4,1,2
1,38,2,3,7,1,979,1,5,7
1,38,2,4,14,2,844,2,8,4
1,38,2,5,24,3,643,8,6,2
1,38,2,6,40,3,1383,7,8,5
1,38,2,7,48,1,579,8,7,6
1,38,2,8,27,1,739,2,1,3
1,38,3,1,5,1,469,7,1,3
1,38,3,2,8,1,765,1,7,5
1,38,3,3,32,1,1200,1,4,2
1,38,3,4,44,2,2644,6,8,7
1,38,3,5,19,1,532,2,6,8
1,38,3,6,39,2,1518,7,5,8
1,38,3,7,29,1,814,3,1,2
1,38,3,8,13,3,931,2,4,8
1,38,4,1,11,1,859,7,1,5
1,38,4,2,18,1,906,8,4,2
1,38,4,3,4,3,1372,3,7,1
1,38,4,4,28,1,955,2,3,1
1,38,4,5,43,3,878,6,7,8
1,38,4,6,38,2,897,5,8,7
1,38,4,7,20,1,850,2,8,6
1,38,4,8,34,3,737,2,4,1
1,38,5,1,45,3,1275,7,6,8
1,38,5,2,10,2,653,5,7,1
1,38,5,3,33,1,838,2,1,4
1,38,5,4,37,3,814,5,7,8
1,38,5,5,25,2,526,1,2,3
1,38,5,6,23,2,380,8,2,6
1,38,5,7,15,2,398,4,2,8
1,38,5,8,3,3,1239,3,1,7
1,38,6,1,36,2,428,4,2,1
1,38,6,2,30,2,342,3,2,1
1,38,6,3,21,2,408,6,2,8
1,38,6,4,47,3,1334,8,6,7
1,38,6,5,2,2,584,1,7,3
1,38,6,6,12,1,667,7,5,1
1,38,6,7,42,2,428,8,7,5
1,38,6,8,17,1,556,8,2,4
1,38,7,1,29,3,622,3,1,2
1,38,7,2,6,3,816,7,3,1
1,38,7,3,9,3,707,5,1,7
1,38,7,4,14,2,492,2,8,4
1,38,7,5,35,1,719,4,1,2
1,38,7,6,38,2,477,5,8,7
1,38,7,7,43,2,895,6,7,8
1,38,7,8,22,2,715,6,8,2
1,38,8,1,27,1,584,2,1,3
1,38,8,2,46,2,467,7,8,6
1,38,8,3,33,1,825,2,1,4
1,38,8,4,18,3,503,8,4,2
1,38,8,5,4,2,497,3,7,1
1,38,8,6,21,2,517,6,2,8
1,38,8,7,10,2,530,5,7,1
1,38,8,8,37,3,541,5,7,8
1,38,9,1,48,1,820,8,7,6
1,38,9,2,7,2,699,1,5,7
1,38,9,3,23,2,746,8,2,6
1,38,9,4,34,1,504,2,4,1
1,38,9,5,41,1,1189,8,5,7
1,38,9,6,17,2,520,8,2,4
1,38,9,7,2,2,643,1,7,3
1,38,9,8,28,1,701,2,3,1
1,38,10,1,15,2,354,4,2,8
1,38,10,2,32,3,431,1,4,2
1,38,10,3,44,2,927,6,8,7
1,38,10,4,25,2,493,1,2,3
1,38,10,5,1,3,960,1,3,7
1,38,10,6,40,2,453,7,8,5
1,38,10,7,11,2,1038,7,1,5
1,38,10,8,19,1,531,2,6,8
1,38,11,1,45,3,507,7,6,8
1,38,11,2,26,3,489,1,3,2
1,38,11,3,39,3,527,7,5,8
1,38,11,4,31,2,414,1,2,4
1,38,11,5,20,1,436,2,8,6
1,38,11,6,13,1,374,2,4,8
1,38,11,7,8,1,367,1,7,5
1,38,11,8,3,3,1141,3,1,7
1,38,12,1,24,3,472,8,6,2
1,38,12,2,16,3,636,4,8,2
1,38,12,3,36,2,502,4,2,1
1,38,12,4,5,1,1007,7,1,3
1,38,12,5,12,1,572,7,5,1
1,38,12,6,30,2,494,3,2,1
1,38,12,7,42,2,548,8,7,5
1,38,12,8,47,3,534,8,6,7
1,39,1,1,47,3,3580,8,6,7
1,39,1,2,12,3,2197,7,5,1
1,39,1,3,3,2,2088,3,1,7
1,39,1,4,33,1,1530,2,1,4
1,39,1,5,16,2,2032,4,8,2
1,39,1,6,24,3,1459,8,6,2
1,39,1,7,41,1,1611,8,5,7
1,39,1,8,29,2,1847,3,1,2
1,39,2,1,36,3,1061,4,2,1
1,39,2,2,43,3,1327,6,7,8
1,39,2,3,1,3,1298,1,3,7
1,39,2,4,17,1,1462,8,2,4
1,39,2,5,28,1,2091,2,3,1
1,39,2,6,23,1,1051,8,2,6
1,39,2,7,7,3,999,1,5,7
1,39,2,8,38,2,1533,5,8,7
1,39,3,1,6,1,967,7,3,1
1,39,3,2,27,3,1555,2,1,3
1,39,3,3,42,1,1385,8,7,5
1,39,3,4,11,1,1421,7,1,5
1,39,3,5,20,2,976,2,8,6
1,39,3,6,14,2,921,2,8,4
1,39,3,7,48,1,1040,8,7,6
1,39,3,8,35,2,1294,4,1,2
1,39,4,1,45,3,1526,7,6,8
1,39,4,2,40,2,1336,7,8,5
1,39,4,3,26,3,1338,1,3,2
1,39,4,4,32,1,1282,1,4,2
1,39,4,5,10,2,1039,5,7,1
1,39,4,6,21,2,1140,6,2,8
1,39,4,7,2,2,919,1,7,3
1,39,4,8,15,3,890,4,2,8
1,39,5,1,9,3,842,5,1,7
1,39,5,2,31,2,941,1,2,4
1,39,5,3,13,3,788,2,4,8
1,39,5,4,22,2,766,6,8,2
1,39,5,5,4,2,770,3,7,1
1,39,5,6,39,3,885,7,5,8
1,39,5,7,46,2,1236,7,8,6
1,39,5,8,25,2,1039,1,2,3
1,39,6,1,44,3,1058,6,8,7
1,39,6,2,8,2,880,1,7,5
1,39,6,3,5,2,1096,7,1,3
1,39,6,4,34,3,940,2,4,1
1,39,6,5,37,3,1039,5,7,8
1,39,6,6,18,3,976,8,4,2
1,39,6,7,30,3,952,3,2,1
1,39,6,8,19,2,1034,2,6,8
1,39,7,1,43,1,1638,6,7,8
1,39,7,2,39,3,1135,7,5,8
1,39,7,3,13,3,1020,2,4,8
1,39,7,4,7,1,1550,1,5,7
1,39,7,5,36,3,1629,4,2,1
1,39,7,6,25,2,1634,1,2,3
1,39,7,7,24,3,1060,8,6,2
1,39,7,8,6,3,981,7,3,1
1,39,8,1,48,3,1559,8,7,6
1,39,8,2,19,1,1172,2,6,8
1,39,8,3,35,3,922,4,1,2
1,39,8,4,10,3,770,5,7,1
1,39,8,5,14,2,1367,2,8,4
1,39,8,6,4,3,1363,3,7,1
1,39,8,7,37,3,1144,5,7,8
1,39,8,8,30,3,1094,3,2,1
1,39,9,1,44,3,1041,6,8,7
1,39,9,2,40,2,1683,7,8,5
1,39,9,3,21,2,995,6,2,8
1,39,9,4,17,1,3071,8,2,4
1,39,9,5,26,3,1900,1,3,2
1,39,9,6,3,3,929,3,1,7
1,39,9,7,32,3,2541,1,4,2
1,39,9,8,8,1,1497,1,7,5
1,39,10,1,18,1,1466,8,4,2
1,39,10,2,28,3,2221,2,3,1
1,39,10,3,5,1,1138,7,1,3
1,39,10,4,12,3,1361,7,5,1
1,39,10,5,20,2,1317,2,8,6
1,39,10,6,33,3,1926,2,1,4
1,39,10,7,41,1,1926,8,5,7
1,39,10,8,47,1,1400,8,6,7
1,39,11,1,29,3,1053,3,1,2
1,39,11,2,22,3,944,6,8,2
1,39,11,3,45,3,1494,7,6,8
1,39,11,4,34,2,1941,2,4,1
1,39,11,5,38,2,1197,5,8,7
1,39,11,6,9,3,999,5,1,7
1,39,11,7,16,3,783,4,8,2
1,39,11,8,1,3,946,1,3,7
1,39,12,1,23,3,826,8,2,6
1,39,12,2,2,2,892,1,7,3
1,39,12,3,27,1,1113,2,1,3
1,39,12,4,15,3,765,4,2,8
1,39,12,5,46,1,817,7,8,6
1,39,12,6,31,2,762,1,2,4
1,39,12,7,11,1,766,7,1,5
1,39,12,8,42,1,1113,8,7,5
1,40,1,1,18,2,2428,8,4,2
1,40,1,2,9,3,1943,5,1,7
1,40,1,3,34,1,2179,2,4,1
1,40,1,4,5,1,1040,7,1,3
1,40,1,5,21,3,1423,6,2,8
1,40,1,6,42,2,1539,8,7,5
1,40,1,7,45,1,945,7,6,8
1,40,1,8,26,2,1874,1,3,2
1,40,2,1,48,2,814,8,7,6
1,40,2,2,37,3,1604,5,7,8
1,40,2,3,25,2,980,1,2,3
1,40,2,4,4,2,676,3,7,1
1,40,2,5,33,2,1736,2,1,4
1,40,2,6,15,3,739,4,2,8
1,40,2,7,24,3,1157,8,6,2
1,40,2,8,12,3,893,7,5,1
1,40,3,1,36,3,2337,4,2,1
1,40,3,2,38,2,1031,5,8,7
1,40,3,3,20,1,1802,2,8,6
1,40,3,4,10,3,1061,5,7,1
1,40,3,5,13,3,1176,2,4,8
1,40,3,6,3,3,888,3,1,7
1,40,3,7,29,3,972,3,1,2
1,40,3,8,46,1,865,7,8,6
1,40,4,1,41,2,5765,8,5,7
1,40,4,2,14,2,715,2,8,4
1,40,4,3,19,2,905,2,6,8
1,40,4,4,8,2,571,1,7,5
1,40,4,5,44,2,690,6,8,7
1,40,4,6,28,1,1277,2,3,1
1,40,4,7,2,2,1093,1,7,3
1,40,4,8,35,2,1456,4,1,2
1,40,5,1,7,1,1153,1,5,7
1,40,5,2,40,1,966,7,8,5
1,40,5,3,16,2,1613,4,8,2
1,40,5,4,30,2,969,3,2,1
1,40,5,5,23,1,641,8,2,6
1,40,5,6,31,2,1106,1,2,4
1,40,5,7,47,2,1069,8,6,7
1,40,5,8,1,3,698,1,3,7
1,40,6,1,17,1,605,8,2,4
1,40,6,2,27,1,586,2,1,3
1,40,6,3,43,2,683,6,7,8
1,40,6,4,22,1,970,6,8,2
1,40,6,5,6,1,528,7,3,1
1,40,6,6,32,1,703,1,4,2
1,40,6,7,11,3,1936,7,1,5
1,40,6,8,39,3,927,7,5,8
1,40,7,1,14,2,698,2,8,4
1,40,7,2,47,3,621,8,6,7
1,40,7,3,42,2,504,8,7,5
1,40,7,4,26,3,865,1,3,2
1,40,7,5,4,1,609,3,7,1
1,40,7,6,23,2,468,8,2,6
1,40,7,7,12,3,804,7,5,1
1,40,7,8,35,3,752,4,1,2
1,40,8,1,11,1,3216,7,1,5
1,40,8,2,39,1,721,7,5,8
1,40,8,3,31,1,3313,1,2,4
1,40,8,4,27,3,2133,2,1,3
1,40,8,5,17,1,794,8,2,4
1,40,8,6,2,2,590,1,7,3
1,40,8,7,44,3,555,6,8,7
1,40,8,8,22,3,4593,6,8,2
1,40,9,1,43,2,586,6,7,8
1,40,9,2,7,3,503,1,5,7
1,40,9,3,15,1,639,4,2,8
1,40,9,4,29,2,1213,3,1,2
1,40,9,5,34,2,791,2,4,1
1,40,9,6,40,2,555,7,8,5
1,40,9,7,24,1,3171,8,6,2
1,40,9,8,5,1,696,7,1,3
1,40,10,1,10,1,1968,5,7,1
1,40,10,2,38,2,1348,5,8,7
1,40,10,3,36,3,613,4,2,1
1,40,10,4,48,1,727,8,7,6
1,40,10,5,16,2,1551,4,8,2
1,40,10,6,3,3,732,3,1,7
1,40,10,7,25,2,994,1,2,3
1,40,10,8,20,2,608,2,8,6
1,40,11,1,30,3,1400,3,2,1
1,40,11,2,21,2,575,6,2,8
1,40,11,3,9,1,940,5,1,7
1,40,11,4,1,2,772,1,3,7
1,40,11,5,45,3,712,7,6,8
1,40,11,6,32,3,1447,1,4,2
1,40,11,7,41,1,919,8,5,7
1,40,11,8,18,1,1020,8,4,2
1,40,12,1,19,3,924,2,6,8
1,40,12,2,6,1,474,7,3,1
1,40,12,3,37,2,817,5,7,8
1,40,12,4,28,1,748,2,3,1
1,40,12,5,33,1,543,2,1,4
1,40,12,6,46,1,436,7,8,6
1,40,12,7,8,2,572,1,7,5
1,40,12,8,13,3,1546,2,4,8
1,41,1,1,18,1,1893,8,4,2
1,41,1,2,8,2,2076,1,7,5
1,41,1,3,45,1,1530,7,6,8
1,41,1,4,32,2,1225,1,4,2
1,41,1,5,1,3,475,1,3,7
1,41,1,6,28,2,473,2,3,1
1,41,1,7,19,3,648,2,6,8
1,41,1,8,38,2,888,5,8,7
1,41,2,1,34,2,571,2,4,1
1,41,2,2,42,2,802,8,7,5
1,41,2,3,6,1,565,7,3,1
1,41,2,4,23,3,541,8,2,6
1,41,2,5,29,3,649,3,1,2
1,41,2,6,11,3,832,7,1,5
1,41,2,7,17,1,637,8,2,4
1,41,2,8,43,3,934,6,7,8
1,41,3,1,37,2,363,5,7,8
1,41,3,2,3,3,774,3,1,7
1,41,3,3,25,2,509,1,2,3
1,41,3,4,10,2,438,5,7,1
1,41,3,5,13,3,345,2,4,8
1,41,3,6,24,1,974,8,6,2
1,41,3,7,36,2,709,4,2,1
1,41,3,8,46,2,531,7,8,6
1,41,4,1,39,3,851,7,5,8
1,41,4,2,5,1,506,7,1,3
1,41,4,3,22,2,608,6,8,2
1,41,4,4,31,3,570,1,2,4
1,41,4,5,44,2,373,6,8,7
1,41,4,6,16,3,497,4,8,2
1,41,4,7,30,2,798,3,2,1
1,41,4,8,9,3,552,5,1,7
1,41,5,1,27,3,508,2,1,3
1,41,5,2,14,2,486,2,8,4
1,41,5,3,40,1,549,7,8,5
1,41,5,4,33,3,504,2,1,4
1,41,5,5,21,3,613,6,2,8
1,41,5,6,7,2,903,1,5,7
1,41,5,7,47,3,186,8,6,7
1,41,5,8,4,2,457,3,7,1
1,41,6,1,35,3,585,4,1,2
1,41,6,2,20,2,460,2,8,6
1,41,6,3,15,3,342,4,2,8
1,41,6,4,2,2,491,1,7,3
1,41,6,5,26,3,685,1,3,2
1,41,6,6,48,1,901,8,7,6
1,41,6,7,41,1,878,8,5,7
1,41,6,8,12,3,646,7,5,1
1,41,7,1,31,2,783,1,2,4
1,41,7,2,37,3,814,5,7,8
1,41,7,3,43,2,1170,6,7,8
1,41,7,4,17,1,1095,8,2,4
1,41,7,5,29,3,509,3,1,2
1,41,7,6,4,2,781,3,7,1
1,41,7,7,19,3,469,2,6,8
1,41,7,8,9,2,638,5,1,7
1,41,8,1,27,1,856,2,1,3
1,41,8,2,8,2,576,1,7,5
1,41,8,3,35,3,592,4,1,2
1,41,8,4,38,2,443,5,8,7
1,41,8,5,2,2,600,1,7,3
1,41,8,6,20,2,486,2,8,6
1,41,8,7,15,3,483,4,2,8
1,41,8,8,45,1,757,7,6,8
1,41,9,1,7,2,609,1,5,7
1,41,9,2,33,1,805,2,1,4
1,41,9,3,40,2,746,7,8,5
1,41,9,4,16,2,967,4,8,2
1,41,9,5,21,2,1036,6,2,8
1,41,9,6,28,1,1205,2,3,1
1,41,9,7,46,1,719,7,8,6
1,41,9,8,1,3,451,1,3,7
1,41,10,1,10,2,522,5,7,1
1,41,10,2,25,2,568,1,2,3
1,41,10,3,34,1,527,2,4,1
1,41,10,4,39,3,373,7,5,8
1,41,10,5,24,3,373,8,6,2
1,41,10,6,6,1,477,7,3,1
1,41,10,7,13,3,319,2,4,8
1,41,10,8,47,3,792,8,6,7
1,41,11,1,3,3,440,3,1,7
1,41,11,2,48,3,1448,8,7,6
1,41,11,3,41,1,781,8,5,7
1,41,11,4,18,3,897,8,4,2
1,41,11,5,22,2,2272,6,8,2
1,41,11,6,32,3,425,1,4,2
1,41,11,7,26,3,333,1,3,2
1,41,11,8,12,1,484,7,5,1
1,41,12,1,14,2,877,2,8,4
1,41,12,2,44,3,477,6,8,7
1,41,12,3,30,2,487,3,2,1
1,41,12,4,5,1,491,7,1,3
1,41,12,5,23,1,501,8,2,6
1,41,12,6,36,3,529,4,2,1
1,41,12,7,11,3,494,7,1,5
1,41,12,8,42,1,393,8,7,5
1,42,1,1,4,3,1537,3,7,1
1,42,1,2,47,3,1599,8,6,7
1,42,1,3,16,2,1964,4,8,2
1,42,1,4,12,1,1013,7,5,1
1,42,1,5,28,1,909,2,3,1
1,42,1,6,36,2,788,4,2,1
1,42,1,7,39,3,1177,7,5,8
1,42,1,8,24,3,898,8,6,2
1,42,2,1,27,3,1249,2,1,3
1,42,2,2,20,2,608,2,8,6
1,42,2,3,31,3,659,1,2,4
1,42,2,4,9,2,1025,5,1,7
1,42,2,5,15,2,677,4,2,8
1,42,2,6,3,3,879,3,1,7
1,42,2,7,45,3,1207,7,6,8
1,42,2,8,38,2,478,5,8,7
1,42,3,1,22,2,612,6,8,2
1,42,3,2,32,2,770,1,4,2
1,42,3,3,18,3,1523,8,4,2
1,42,3,4,37,3,772,5,7,8
1,42,3,5,44,2,549,6,8,7
1,42,3,6,1,3,988,1,3,7
1,42,3,7,10,2,1412,5,7,1
1,42,3,8,30,2,835,3,2,1
1,42,4,1,7,3,3140,1,5,7
1,42,4,2,42,2,785,8,7,5
1,42,4,3,34,1,1007,2,4,1
1,42,4,4,5,1,1116,7,1,3
1,42,4,5,46,2,3654,7,8,6
